Id,Prediction
r6975_c143,4.0
r6992_c143,4.0
r7072_c143,4.0
r7259_c143,5.0
r7297_c143,3.0
r7450_c143,5.0
r7596_c143,5.0
r7625_c143,5.0
r7639_c143,5.0
r7651_c143,4.0
r7879_c143,4.0
r8019_c143,5.0
r8102_c143,5.0
r8343_c143,4.0
r8387_c143,4.0
r8475_c143,5.0
r8641_c143,3.0
r8644_c143,5.0
r8674_c143,5.0
r8714_c143,4.0
r8907_c143,4.0
r8960_c143,5.0
r8986_c143,4.0
r8993_c143,4.0
r8998_c143,4.0
r9054_c143,4.0
r9068_c143,5.0
r9141_c143,4.0
r9249_c143,5.0
r9341_c143,4.0
r9505_c143,1.0
r9544_c143,3.0
r9585_c143,2.0
r9598_c143,5.0
r9661_c143,4.0
r9686_c143,2.0
r9723_c143,5.0
r9874_c143,4.0
r9891_c143,5.0
r502_c144,2.0
r696_c144,5.0
r1357_c144,4.0
r1926_c144,3.0
r2484_c144,3.0
r3044_c144,4.0
r3176_c144,5.0
r3591_c144,2.0
r4171_c144,5.0
r4355_c144,4.0
r6064_c144,3.0
r6189_c144,3.0
r6467_c144,3.0
r6515_c144,4.0
r7942_c144,5.0
r7949_c144,3.0
r8038_c144,5.0
r8048_c144,3.0
r8208_c144,5.0
r8226_c144,2.0
r8475_c144,4.0
r9211_c144,5.0
r9321_c144,4.0
r9362_c144,2.0
r9580_c144,3.0
r562_c145,2.0
r1470_c145,4.0
r1769_c145,4.0
r1816_c145,5.0
r3090_c145,2.0
r3247_c145,2.0
r3387_c145,1.0
r4443_c145,1.0
r4480_c145,2.0
r4716_c145,5.0
r4768_c145,4.0
r5345_c145,3.0
r5491_c145,1.0
r5802_c145,1.0
r6860_c145,2.0
r7218_c145,2.0
r7522_c145,3.0
r7669_c145,5.0
r7716_c145,4.0
r7769_c145,3.0
r7912_c145,3.0
r8537_c145,1.0
r9019_c145,1.0
r9656_c145,5.0
r9928_c145,5.0
r9952_c145,3.0
r40_c146,3.0
r216_c146,5.0
r222_c146,2.0
r425_c146,4.0
r470_c146,4.0
r474_c146,3.0
r534_c146,3.0
r586_c146,5.0
r754_c146,5.0
r815_c146,2.0
r885_c146,4.0
r915_c146,4.0
r1014_c146,4.0
r1097_c146,3.0
r1287_c146,4.0
r1729_c146,4.0
r2027_c146,4.0
r2242_c146,5.0
r2279_c146,4.0
r2285_c146,5.0
r2480_c146,3.0
r2511_c146,3.0
r2833_c146,3.0
r2851_c146,3.0
r2942_c146,1.0
r3033_c146,3.0
r3058_c146,5.0
r3137_c146,1.0
r3150_c146,2.0
r3508_c146,3.0
r3666_c146,4.0
r3976_c146,3.0
r4157_c146,4.0
r4445_c146,3.0
r4602_c146,2.0
r4843_c146,3.0
r4909_c146,4.0
r5212_c146,3.0
r5334_c146,3.0
r5695_c146,3.0
r5986_c146,3.0
r6135_c146,3.0
r6220_c146,3.0
r6971_c146,4.0
r7149_c146,2.0
r7233_c146,1.0
r7443_c146,5.0
r7564_c146,5.0
r7826_c146,3.0
r7939_c146,5.0
r8039_c146,4.0
r8467_c146,5.0
r8553_c146,4.0
r8796_c146,2.0
r8876_c146,3.0
r9015_c146,4.0
r9080_c146,3.0
r9259_c146,1.0
r9575_c146,5.0
r9616_c146,3.0
r261_c147,2.0
r967_c147,3.0
r991_c147,3.0
r1783_c147,2.0
r2546_c147,4.0
r2585_c147,1.0
r2714_c147,4.0
r6751_c147,4.0
r6946_c147,3.0
r7152_c147,3.0
r165_c148,5.0
r365_c148,4.0
r476_c148,3.0
r584_c148,4.0
r627_c148,2.0
r702_c148,5.0
r712_c148,3.0
r752_c148,5.0
r825_c148,3.0
r829_c148,5.0
r892_c148,4.0
r949_c148,4.0
r985_c148,5.0
r1022_c148,5.0
r1124_c148,5.0
r1190_c148,5.0
r1240_c148,5.0
r1280_c148,5.0
r1306_c148,5.0
r1313_c148,4.0
r1370_c148,3.0
r1385_c148,1.0
r1483_c148,5.0
r1611_c148,5.0
r1644_c148,4.0
r1745_c148,4.0
r1746_c148,5.0
r1811_c148,5.0
r1896_c148,4.0
r1945_c148,4.0
r1987_c148,5.0
r1988_c148,5.0
r2052_c148,5.0
r2171_c148,4.0
r2288_c148,5.0
r2291_c148,5.0
r2294_c148,4.0
r2332_c148,2.0
r2364_c148,4.0
r2418_c148,5.0
r2473_c148,5.0
r2508_c148,4.0
r2564_c148,5.0
r2578_c148,5.0
r2609_c148,5.0
r2670_c148,5.0
r2822_c148,5.0
r2856_c148,5.0
r2915_c148,5.0
r2946_c148,5.0
r2985_c148,5.0
r2995_c148,4.0
r3013_c148,4.0
r3167_c148,5.0
r3175_c148,4.0
r3179_c148,4.0
r3188_c148,5.0
r3193_c148,4.0
r3203_c148,4.0
r3226_c148,5.0
r3240_c148,5.0
r3361_c148,5.0
r3496_c148,4.0
r3530_c148,5.0
r3535_c148,4.0
r3581_c148,4.0
r3671_c148,5.0
r3682_c148,5.0
r3737_c148,5.0
r3891_c148,5.0
r3979_c148,5.0
r3997_c148,5.0
r4078_c148,5.0
r4116_c148,3.0
r4197_c148,4.0
r4251_c148,4.0
r4332_c148,3.0
r4344_c148,4.0
r4384_c148,5.0
r4409_c148,4.0
r4414_c148,5.0
r4456_c148,4.0
r4569_c148,2.0
r4586_c148,5.0
r4675_c148,5.0
r4702_c148,4.0
r4735_c148,5.0
r4745_c148,5.0
r4882_c148,4.0
r5003_c148,5.0
r5095_c148,5.0
r5115_c148,5.0
r5201_c148,5.0
r5261_c148,3.0
r5336_c148,3.0
r5493_c148,4.0
r5498_c148,4.0
r5541_c148,5.0
r5579_c148,5.0
r5613_c148,5.0
r5624_c148,5.0
r5670_c148,5.0
r5733_c148,3.0
r5841_c148,4.0
r6085_c148,5.0
r6123_c148,5.0
r6207_c148,5.0
r6358_c148,5.0
r6363_c148,5.0
r6656_c148,5.0
r6748_c148,5.0
r6912_c148,5.0
r6949_c148,5.0
r6991_c148,4.0
r6992_c148,5.0
r7019_c148,5.0
r7110_c148,4.0
r7136_c148,4.0
r7259_c148,5.0
r7384_c148,4.0
r7386_c148,4.0
r7460_c148,4.0
r7474_c148,4.0
r7501_c148,5.0
r7537_c148,5.0
r7583_c148,5.0
r7838_c148,5.0
r7923_c148,5.0
r8011_c148,3.0
r8075_c148,4.0
r8133_c148,5.0
r8164_c148,3.0
r8210_c148,5.0
r8216_c148,5.0
r8222_c148,5.0
r8225_c148,4.0
r8236_c148,4.0
r8244_c148,5.0
r8279_c148,5.0
r8284_c148,5.0
r8286_c148,3.0
r8349_c148,5.0
r8386_c148,4.0
r8458_c148,5.0
r8479_c148,4.0
r8510_c148,5.0
r8533_c148,4.0
r8559_c148,5.0
r8597_c148,4.0
r8611_c148,5.0
r8629_c148,5.0
r8693_c148,5.0
r8794_c148,5.0
r8857_c148,5.0
r8898_c148,5.0
r8908_c148,5.0
r8909_c148,5.0
r9067_c148,5.0
r9072_c148,5.0
r9150_c148,5.0
r9310_c148,5.0
r9325_c148,5.0
r9355_c148,5.0
r9511_c148,5.0
r9526_c148,4.0
r9646_c148,5.0
r9712_c148,5.0
r9865_c148,4.0
r9891_c148,5.0
r9900_c148,4.0
r9945_c148,4.0
r9986_c148,5.0
r204_c149,3.0
r980_c149,5.0
r1746_c149,3.0
r1881_c149,3.0
r3064_c149,3.0
r3323_c149,3.0
r3710_c149,3.0
r4908_c149,2.0
r5170_c149,2.0
r5468_c149,3.0
r5899_c149,1.0
r7602_c149,3.0
r8622_c149,2.0
r8686_c149,3.0
r346_c150,4.0
r655_c150,2.0
r1323_c150,3.0
r4594_c150,4.0
r5716_c150,4.0
r6107_c150,4.0
r6340_c150,3.0
r6529_c150,3.0
r7713_c150,4.0
r7803_c150,4.0
r8325_c150,3.0
r8940_c150,4.0
r9547_c150,5.0
r1218_c151,4.0
r3034_c151,1.0
r3297_c151,4.0
r5107_c151,3.0
r6726_c151,2.0
r7238_c151,3.0
r7970_c151,5.0
r9151_c151,2.0
r9968_c151,3.0
r69_c152,3.0
r120_c152,1.0
r127_c152,3.0
r601_c152,4.0
r2501_c152,3.0
r3298_c152,4.0
r3504_c152,3.0
r3569_c152,4.0
r3725_c152,2.0
r3829_c152,2.0
r3907_c152,5.0
r3944_c152,3.0
r4009_c152,4.0
r4381_c152,4.0
r4892_c152,2.0
r5061_c152,3.0
r5710_c152,2.0
r6288_c152,2.0
r6305_c152,5.0
r6917_c152,2.0
r7808_c152,2.0
r7953_c152,3.0
r9023_c152,3.0
r9029_c152,4.0
r9282_c152,5.0
r9527_c152,1.0
r9658_c152,3.0
r9804_c152,5.0
r1353_c153,4.0
r4332_c153,3.0
r4681_c153,3.0
r5449_c153,2.0
r6525_c153,4.0
r6643_c153,4.0
r6959_c153,4.0
r7533_c153,1.0
r8189_c153,3.0
r1910_c154,4.0
r3153_c154,3.0
r3250_c154,3.0
r3342_c154,2.0
r3812_c154,5.0
r4643_c154,3.0
r4914_c154,5.0
r5095_c154,5.0
r5651_c154,2.0
r5688_c154,3.0
r5864_c154,3.0
r6949_c154,4.0
r7683_c154,1.0
r9063_c154,4.0
r9647_c154,5.0
r228_c155,4.0
r372_c155,5.0
r393_c155,3.0
r942_c155,4.0
r1435_c155,4.0
r2082_c155,3.0
r2111_c155,4.0
r2454_c155,5.0
r2947_c155,4.0
r3489_c155,5.0
r3950_c155,4.0
r3979_c155,4.0
r4187_c155,4.0
r4226_c155,4.0
r4348_c155,3.0
r4452_c155,5.0
r4510_c155,4.0
r4813_c155,3.0
r4851_c155,2.0
r5084_c155,4.0
r5183_c155,3.0
r5199_c155,4.0
r5256_c155,3.0
r5334_c155,4.0
r5342_c155,3.0
r5374_c155,4.0
r5901_c155,3.0
r5924_c155,3.0
r6005_c155,2.0
r6223_c155,3.0
r6770_c155,3.0
r6811_c155,5.0
r7210_c155,1.0
r7598_c155,5.0
r7625_c155,3.0
r7903_c155,4.0
r8098_c155,5.0
r8174_c155,5.0
r8393_c155,4.0
r8520_c155,5.0
r8794_c155,4.0
r8845_c155,4.0
r8978_c155,4.0
r9279_c155,4.0
r9380_c155,2.0
r9791_c155,3.0
r9804_c155,3.0
r79_c156,5.0
r217_c156,5.0
r305_c156,4.0
r368_c156,5.0
r390_c156,5.0
r449_c156,4.0
r464_c156,3.0
r485_c156,5.0
r536_c156,4.0
r558_c156,5.0
r626_c156,5.0
r633_c156,4.0
r651_c156,5.0
r673_c156,5.0
r764_c156,5.0
r879_c156,5.0
r891_c156,5.0
r916_c156,5.0
r972_c156,5.0
r1001_c156,5.0
r1034_c156,5.0
r1045_c156,5.0
r1046_c156,4.0
r1202_c156,5.0
r1207_c156,3.0
r1212_c156,5.0
r1223_c156,5.0
r1262_c156,5.0
r1270_c156,3.0
r1278_c156,5.0
r1325_c156,5.0
r1362_c156,5.0
r1388_c156,1.0
r1435_c156,5.0
r1491_c156,4.0
r1578_c156,5.0
r1671_c156,5.0
r1743_c156,5.0
r1781_c156,5.0
r1863_c156,4.0
r1976_c156,5.0
r2098_c156,5.0
r2115_c156,5.0
r2165_c156,5.0
r2224_c156,5.0
r2269_c156,5.0
r2319_c156,5.0
r2331_c156,5.0
r2350_c156,5.0
r2515_c156,4.0
r2588_c156,5.0
r2614_c156,5.0
r2794_c156,5.0
r2818_c156,5.0
r2845_c156,5.0
r2875_c156,5.0
r2894_c156,4.0
r2895_c156,5.0
r2993_c156,5.0
r3008_c156,5.0
r3009_c156,5.0
r3071_c156,5.0
r3133_c156,5.0
r3137_c156,5.0
r3211_c156,5.0
r3229_c156,5.0
r3280_c156,5.0
r3327_c156,5.0
r3356_c156,5.0
r3357_c156,5.0
r3367_c156,5.0
r3418_c156,5.0
r3426_c156,5.0
r3513_c156,5.0
r3567_c156,5.0
r3637_c156,5.0
r3714_c156,4.0
r3785_c156,5.0
r3793_c156,5.0
r3800_c156,5.0
r3807_c156,3.0
r3905_c156,5.0
r4008_c156,5.0
r4014_c156,5.0
r4016_c156,5.0
r4061_c156,5.0
r4147_c156,5.0
r4242_c156,1.0
r4252_c156,5.0
r4258_c156,4.0
r4286_c156,5.0
r4299_c156,5.0
r4362_c156,5.0
r4592_c156,5.0
r4681_c156,5.0
r4690_c156,5.0
r4702_c156,5.0
r4704_c156,5.0
r4837_c156,5.0
r4845_c156,5.0
r4945_c156,5.0
r4956_c156,5.0
r4990_c156,3.0
r5103_c156,5.0
r5112_c156,5.0
r5125_c156,5.0
r5185_c156,5.0
r5199_c156,5.0
r5225_c156,4.0
r5260_c156,5.0
r5307_c156,5.0
r5380_c156,5.0
r5387_c156,5.0
r5429_c156,5.0
r5483_c156,5.0
r5504_c156,5.0
r5569_c156,5.0
r5665_c156,5.0
r5725_c156,5.0
r5731_c156,3.0
r5764_c156,5.0
r5777_c156,5.0
r5827_c156,5.0
r5854_c156,5.0
r5863_c156,5.0
r5893_c156,5.0
r5931_c156,5.0
r5989_c156,1.0
r6129_c156,4.0
r6143_c156,5.0
r6151_c156,5.0
r6158_c156,5.0
r6166_c156,5.0
r6208_c156,3.0
r6282_c156,3.0
r6364_c156,5.0
r6410_c156,5.0
r6419_c156,5.0
r6439_c156,3.0
r6480_c156,4.0
r6486_c156,4.0
r6565_c156,5.0
r6665_c156,3.0
r6693_c156,5.0
r6700_c156,5.0
r6712_c156,3.0
r6746_c156,5.0
r6777_c156,3.0
r6949_c156,5.0
r6972_c156,5.0
r6981_c156,4.0
r6986_c156,5.0
r7077_c156,4.0
r7198_c156,5.0
r7265_c156,4.0
r7354_c156,4.0
r7374_c156,4.0
r7377_c156,5.0
r7393_c156,5.0
r7513_c156,5.0
r7523_c156,5.0
r7527_c156,5.0
r7586_c156,5.0
r7594_c156,5.0
r7637_c156,5.0
r7675_c156,5.0
r7677_c156,3.0
r7678_c156,5.0
r7714_c156,5.0
r7720_c156,5.0
r7757_c156,5.0
r7770_c156,5.0
r7785_c156,5.0
r7804_c156,5.0
r7816_c156,5.0
r7834_c156,2.0
r7916_c156,5.0
r8017_c156,5.0
r8028_c156,5.0
r8143_c156,5.0
r8226_c156,5.0
r8276_c156,5.0
r8337_c156,5.0
r8363_c156,5.0
r8420_c156,5.0
r8424_c156,5.0
r8431_c156,5.0
r8448_c156,4.0
r8452_c156,5.0
r8468_c156,5.0
r8498_c156,5.0
r8517_c156,5.0
r8666_c156,4.0
r8684_c156,5.0
r8708_c156,5.0
r8751_c156,5.0
r8951_c156,5.0
r8965_c156,5.0
r8973_c156,5.0
r9005_c156,5.0
r9044_c156,5.0
r9064_c156,3.0
r9068_c156,5.0
r9100_c156,5.0
r9141_c156,4.0
r9146_c156,5.0
r9220_c156,5.0
r9241_c156,5.0
r9246_c156,5.0
r9326_c156,5.0
r9335_c156,5.0
r9346_c156,4.0
r9386_c156,5.0
r9484_c156,4.0
r9547_c156,5.0
r9555_c156,4.0
r9570_c156,5.0
r9589_c156,5.0
r9599_c156,5.0
r9604_c156,5.0
r9613_c156,5.0
r9625_c156,5.0
r9644_c156,4.0
r9663_c156,5.0
r9698_c156,5.0
r9761_c156,5.0
r9788_c156,5.0
r9792_c156,5.0
r9808_c156,5.0
r9842_c156,5.0
r9903_c156,3.0
r9944_c156,5.0
r9948_c156,5.0
r9950_c156,5.0
r1671_c157,3.0
r1922_c157,5.0
r2922_c157,5.0
r2968_c157,3.0
r3169_c157,5.0
r3777_c157,3.0
r4218_c157,4.0
r4399_c157,3.0
r4414_c157,5.0
r5103_c157,5.0
r5416_c157,3.0
r5831_c157,5.0
r5864_c157,2.0
r5929_c157,4.0
r6012_c157,4.0
r6244_c157,5.0
r6794_c157,5.0
r6848_c157,5.0
r7621_c157,5.0
r7674_c157,4.0
r7902_c157,2.0
r8016_c157,4.0
r8219_c157,4.0
r8389_c157,4.0
r8834_c157,5.0
r9114_c157,2.0
r9679_c157,3.0
r9749_c157,4.0
r370_c158,4.0
r942_c158,3.0
r1195_c158,4.0
r1200_c158,2.0
r1254_c158,4.0
r1983_c158,3.0
r2044_c158,2.0
r2280_c158,3.0
r2371_c158,2.0
r2516_c158,5.0
r2965_c158,3.0
r3585_c158,4.0
r3678_c158,5.0
r4350_c158,4.0
r4421_c158,1.0
r4854_c158,4.0
r5963_c158,5.0
r6012_c158,3.0
r6434_c158,5.0
r8662_c158,4.0
r8668_c158,4.0
r8699_c158,2.0
r8785_c158,1.0
r9481_c158,3.0
r95_c159,3.0
r215_c159,5.0
r239_c159,5.0
r930_c159,2.0
r944_c159,1.0
r1105_c159,4.0
r1279_c159,3.0
r1282_c159,5.0
r1402_c159,3.0
r1403_c159,2.0
r1553_c159,2.0
r1635_c159,3.0
r2020_c159,5.0
r2092_c159,4.0
r2150_c159,2.0
r2532_c159,3.0
r2627_c159,2.0
r2714_c159,3.0
r3103_c159,5.0
r3150_c159,3.0
r3251_c159,2.0
r4070_c159,3.0
r4412_c159,4.0
r4443_c159,3.0
r4470_c159,3.0
r4552_c159,3.0
r4556_c159,2.0
r4563_c159,3.0
r4616_c159,3.0
r4658_c159,2.0
r4750_c159,1.0
r4879_c159,2.0
r5051_c159,2.0
r5092_c159,5.0
r5153_c159,4.0
r5438_c159,4.0
r5844_c159,2.0
r5919_c159,1.0
r6071_c159,4.0
r6153_c159,3.0
r6700_c159,1.0
r6746_c159,3.0
r7141_c159,1.0
r7413_c159,3.0
r7484_c159,5.0
r7545_c159,5.0
r7589_c159,1.0
r7684_c159,4.0
r7721_c159,3.0
r7739_c159,4.0
r7912_c159,2.0
r7974_c159,3.0
r8112_c159,5.0
r8173_c159,3.0
r8244_c159,3.0
r8273_c159,5.0
r8422_c159,3.0
r8427_c159,5.0
r8616_c159,4.0
r8689_c159,4.0
r8749_c159,5.0
r8767_c159,5.0
r8770_c159,5.0
r8904_c159,2.0
r9248_c159,2.0
r9443_c159,5.0
r9476_c159,5.0
r9572_c159,2.0
r9616_c159,3.0
r9629_c159,5.0
r9846_c159,5.0
r9977_c159,5.0
r63_c160,5.0
r71_c160,2.0
r345_c160,5.0
r440_c160,3.0
r447_c160,3.0
r476_c160,3.0
r494_c160,1.0
r502_c160,3.0
r514_c160,2.0
r623_c160,5.0
r705_c160,3.0
r730_c160,3.0
r803_c160,3.0
r894_c160,2.0
r1146_c160,5.0
r1242_c160,3.0
r1319_c160,4.0
r1674_c160,3.0
r1728_c160,4.0
r1736_c160,3.0
r1754_c160,3.0
r1759_c160,1.0
r1881_c160,1.0
r1927_c160,4.0
r2251_c160,2.0
r2324_c160,1.0
r2349_c160,1.0
r2366_c160,3.0
r2371_c160,3.0
r2510_c160,5.0
r2629_c160,4.0
r2871_c160,2.0
r2908_c160,4.0
r3094_c160,1.0
r3441_c160,2.0
r3549_c160,1.0
r3587_c160,3.0
r3825_c160,2.0
r3868_c160,3.0
r3908_c160,1.0
r3954_c160,1.0
r4135_c160,4.0
r4398_c160,5.0
r4401_c160,3.0
r4507_c160,5.0
r4512_c160,3.0
r4565_c160,3.0
r4689_c160,2.0
r4734_c160,3.0
r4773_c160,2.0
r4810_c160,1.0
r4937_c160,1.0
r5009_c160,3.0
r5197_c160,2.0
r5253_c160,2.0
r5293_c160,3.0
r5347_c160,3.0
r5427_c160,3.0
r5698_c160,1.0
r5814_c160,2.0
r5915_c160,2.0
r6208_c160,2.0
r6301_c160,3.0
r6341_c160,3.0
r6342_c160,5.0
r6680_c160,3.0
r6720_c160,2.0
r7113_c160,1.0
r7170_c160,3.0
r7253_c160,5.0
r7419_c160,4.0
r7429_c160,5.0
r7466_c160,5.0
r7529_c160,5.0
r7864_c160,3.0
r7900_c160,1.0
r7926_c160,1.0
r7947_c160,1.0
r8111_c160,2.0
r8148_c160,5.0
r8163_c160,4.0
r8835_c160,2.0
r8862_c160,1.0
r8909_c160,4.0
r9042_c160,2.0
r9043_c160,2.0
r9396_c160,5.0
r9704_c160,2.0
r9729_c160,4.0
r9873_c160,2.0
r9914_c160,2.0
r9920_c160,3.0
r9956_c160,3.0
r9958_c160,1.0
r17_c161,5.0
r37_c161,4.0
r101_c161,2.0
r118_c161,4.0
r291_c161,1.0
r339_c161,5.0
r388_c161,4.0
r398_c161,3.0
r589_c161,5.0
r620_c161,5.0
r649_c161,4.0
r651_c161,3.0
r747_c161,5.0
r860_c161,5.0
r903_c161,2.0
r909_c161,5.0
r968_c161,3.0
r1029_c161,4.0
r1059_c161,5.0
r1077_c161,3.0
r1144_c161,5.0
r1223_c161,3.0
r1281_c161,5.0
r1352_c161,4.0
r1426_c161,3.0
r1582_c161,5.0
r1616_c161,4.0
r1760_c161,4.0
r1915_c161,5.0
r2077_c161,5.0
r2178_c161,5.0
r2251_c161,5.0
r2353_c161,5.0
r2456_c161,5.0
r2530_c161,4.0
r2542_c161,5.0
r2630_c161,4.0
r2670_c161,3.0
r2714_c161,5.0
r2724_c161,4.0
r2777_c161,3.0
r2846_c161,1.0
r2864_c161,3.0
r3060_c161,5.0
r3104_c161,5.0
r3214_c161,4.0
r3231_c161,4.0
r3253_c161,5.0
r3458_c161,4.0
r3461_c161,5.0
r3638_c161,5.0
r3675_c161,4.0
r3730_c161,4.0
r3735_c161,5.0
r3752_c161,4.0
r3791_c161,4.0
r4034_c161,5.0
r4080_c161,2.0
r4084_c161,4.0
r4131_c161,4.0
r4212_c161,3.0
r4214_c161,5.0
r4265_c161,5.0
r4274_c161,4.0
r4334_c161,4.0
r4347_c161,5.0
r4401_c161,4.0
r4528_c161,4.0
r4627_c161,2.0
r4712_c161,5.0
r4788_c161,3.0
r4828_c161,4.0
r4961_c161,4.0
r5111_c161,3.0
r5250_c161,5.0
r5321_c161,3.0
r5472_c161,2.0
r5485_c161,4.0
r5524_c161,4.0
r5534_c161,5.0
r5586_c161,4.0
r5600_c161,5.0
r5637_c161,3.0
r5672_c161,4.0
r5847_c161,5.0
r5857_c161,5.0
r5901_c161,4.0
r5928_c161,5.0
r5932_c161,4.0
r6107_c161,5.0
r6145_c161,4.0
r6146_c161,3.0
r6203_c161,5.0
r6233_c161,5.0
r6284_c161,5.0
r6337_c161,4.0
r6409_c161,4.0
r6441_c161,5.0
r6467_c161,4.0
r6506_c161,3.0
r6537_c161,4.0
r6584_c161,2.0
r6637_c161,5.0
r6724_c161,4.0
r6901_c161,2.0
r7025_c161,5.0
r7060_c161,4.0
r7149_c161,5.0
r7298_c161,5.0
r7301_c161,5.0
r7385_c161,5.0
r7387_c161,3.0
r7425_c161,4.0
r7427_c161,2.0
r7464_c161,5.0
r7504_c161,5.0
r7559_c161,5.0
r7918_c161,5.0
r7956_c161,4.0
r7963_c161,5.0
r7979_c161,5.0
r8021_c161,5.0
r8046_c161,5.0
r8061_c161,4.0
r8070_c161,4.0
r8124_c161,4.0
r8185_c161,4.0
r8198_c161,5.0
r8251_c161,5.0
r8276_c161,4.0
r8286_c161,5.0
r8358_c161,5.0
r8378_c161,2.0
r8379_c161,5.0
r8414_c161,4.0
r8420_c161,5.0
r8549_c161,5.0
r8587_c161,4.0
r8757_c161,4.0
r8779_c161,5.0
r8795_c161,5.0
r8895_c161,5.0
r9051_c161,4.0
r9083_c161,5.0
r9140_c161,5.0
r9143_c161,5.0
r9160_c161,2.0
r9177_c161,5.0
r9181_c161,4.0
r9356_c161,5.0
r9369_c161,5.0
r9520_c161,5.0
r9532_c161,5.0
r9536_c161,4.0
r9634_c161,4.0
r9679_c161,5.0
r9681_c161,5.0
r9749_c161,4.0
r9755_c161,3.0
r9920_c161,5.0
r9934_c161,5.0
r65_c162,2.0
r156_c162,4.0
r241_c162,2.0
r261_c162,3.0
r418_c162,4.0
r1083_c162,5.0
r1107_c162,4.0
r1417_c162,4.0
r2601_c162,4.0
r3363_c162,5.0
r3585_c162,3.0
r3983_c162,5.0
r4348_c162,3.0
r4789_c162,3.0
r4998_c162,5.0
r5091_c162,4.0
r7044_c162,4.0
r7566_c162,3.0
r8715_c162,3.0
r8996_c162,5.0
r9061_c162,2.0
r9420_c162,4.0
r9929_c162,3.0
r197_c163,3.0
r351_c163,5.0
r557_c163,3.0
r590_c163,3.0
r745_c163,4.0
r795_c163,3.0
r984_c163,1.0
r1258_c163,1.0
r1750_c163,5.0
r1818_c163,3.0
r1980_c163,4.0
r2060_c163,5.0
r2067_c163,4.0
r2082_c163,4.0
r2552_c163,3.0
r2816_c163,5.0
r2945_c163,5.0
r3210_c163,5.0
r3420_c163,4.0
r3910_c163,3.0
r4253_c163,2.0
r4523_c163,3.0
r4693_c163,5.0
r4704_c163,2.0
r4944_c163,3.0
r4949_c163,2.0
r5266_c163,3.0
r5270_c163,1.0
r5424_c163,3.0
r5622_c163,2.0
r5799_c163,2.0
r5868_c163,3.0
r5932_c163,5.0
r6063_c163,4.0
r6104_c163,1.0
r6363_c163,1.0
r7061_c163,5.0
r7411_c163,1.0
r7445_c163,3.0
r7556_c163,3.0
r7667_c163,3.0
r7703_c163,2.0
r7761_c163,5.0
r7926_c163,5.0
r7976_c163,5.0
r8044_c163,5.0
r8967_c163,3.0
r9185_c163,3.0
r9196_c163,3.0
r9205_c163,5.0
r9304_c163,3.0
r9364_c163,1.0
r9578_c163,3.0
r9680_c163,4.0
r9953_c163,5.0
r72_c164,4.0
r985_c164,4.0
r1282_c164,3.0
r1502_c164,3.0
r1627_c164,4.0
r1754_c164,2.0
r1777_c164,2.0
r1981_c164,3.0
r2355_c164,5.0
r2730_c164,3.0
r3362_c164,4.0
r3373_c164,4.0
r3760_c164,3.0
r3931_c164,5.0
r4031_c164,4.0
r4206_c164,3.0
r4798_c164,5.0
r4847_c164,5.0
r4967_c164,4.0
r5093_c164,3.0
r5444_c164,3.0
r5728_c164,4.0
r5797_c164,1.0
r5857_c164,3.0
r6101_c164,4.0
r6353_c164,3.0
r6486_c164,4.0
r6504_c164,4.0
r6836_c164,2.0
r7011_c164,4.0
r7125_c164,3.0
r7590_c164,4.0
r7719_c164,4.0
r7845_c164,3.0
r7865_c164,4.0
r8044_c164,4.0
r8106_c164,5.0
r8131_c164,4.0
r8152_c164,4.0
r8510_c164,1.0
r8692_c164,3.0
r8940_c164,4.0
r9532_c164,2.0
r9597_c164,4.0
r9815_c164,4.0
r410_c165,5.0
r735_c165,2.0
r850_c165,3.0
r1225_c165,3.0
r1436_c165,2.0
r1562_c165,1.0
r1815_c165,3.0
r2022_c165,4.0
r2062_c165,4.0
r2532_c165,5.0
r2848_c165,3.0
r3158_c165,4.0
r3373_c165,4.0
r3821_c165,5.0
r4656_c165,3.0
r5131_c165,3.0
r5472_c165,5.0
r5629_c165,5.0
r5706_c165,5.0
r6027_c165,2.0
r6365_c165,4.0
r6470_c165,4.0
r6728_c165,5.0
r6905_c165,5.0
r6916_c165,2.0
r6973_c165,4.0
r7136_c165,5.0
r7556_c165,5.0
r7891_c165,4.0
r8068_c165,4.0
r8508_c165,3.0
r8519_c165,3.0
r8763_c165,4.0
r8788_c165,3.0
r8928_c165,4.0
r8948_c165,5.0
r9009_c165,5.0
r9123_c165,4.0
r9624_c165,3.0
r1403_c166,2.0
r2443_c166,1.0
r2603_c166,3.0
r3025_c166,4.0
r4044_c166,5.0
r7012_c166,3.0
r8836_c166,4.0
r8976_c166,3.0
r9281_c166,4.0
r1069_c167,4.0
r1127_c167,4.0
r1282_c167,4.0
r2155_c167,5.0
r2920_c167,4.0
r4322_c167,4.0
r5009_c167,3.0
r5410_c167,3.0
r5503_c167,5.0
r7161_c167,3.0
r7820_c167,3.0
r8147_c167,4.0
r8312_c167,3.0
r9863_c167,4.0
r67_c168,4.0
r175_c168,3.0
r369_c168,5.0
r1160_c168,4.0
r1334_c168,3.0
r1636_c168,4.0
r2104_c168,4.0
r2579_c168,4.0
r2652_c168,4.0
r2996_c168,2.0
r3152_c168,3.0
r3356_c168,1.0
r4711_c168,4.0
r4928_c168,5.0
r5107_c168,5.0
r5284_c168,3.0
r5336_c168,3.0
